"사고유형별","도로종류별","월별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"충돌","특별광역시도","12월","사고건수[건]","건","65","40","39","48","55",
"충돌","특별광역시도","12월","사망자수[명]","명","4","1","3","5","3",
"충돌","특별광역시도","12월","부상자수[명]","명","102","51","46","58","71",
"충돌","시도","전체","사고건수[건]","건","1075","928","715","748","823",
"충돌","시도","전체","사망자수[명]","명","98","88","91","74","81",
"충돌","시도","전체","부상자수[명]","명","1402","1063","847","845","973",
"충돌","시도","1월","사고건수[건]","건","70","76","46","62","55",
"충돌","시도","1월","사망자수[명]","명","8","7","7","6","5",
"충돌","시도","1월","부상자수[명]","명","80","91","46","79","59",
"충돌","시도","2월","사고건수[건]","건","65","84","67","40","55",
"충돌","시도","2월","사망자수[명]","명","8","10","9","4","2",
"충돌","시도","2월","부상자수[명]","명","90","103","82","46","70",
"충돌","시도","3월","사고건수[건]","건","92","78","62","66","61",
"충돌","시도","3월","사망자수[명]","명","9","5","6","6","3",
"충돌","시도","3월","부상자수[명]","명","100","84","69","73","72",
"충돌","시도","4월","사고건수[건]","건","86","63","62","79","70",
"충돌","시도","4월","사망자수[명]","명","10","1","8","7","7",
"충돌","시도","4월","부상자수[명]","명","108","76","73","83","78",
"충돌","시도","5월","사고건수[건]","건","100","76","58","62","81",
"충돌","시도","5월","사망자수[명]","명","3","10","9","10","7",
"충돌","시도","5월","부상자수[명]","명","133","71","64","66","94",
"충돌","시도","6월","사고건수[건]","건","115","91","63","63","80",
"충돌","시도","6월","사망자수[명]","명","13","4","7","8","5",
"충돌","시도","6월","부상자수[명]","명","150","112","76","72","108",
"충돌","시도","7월","사고건수[건]","건","101","97","56","69","75",
"충돌","시도","7월","사망자수[명]","명","8","7","2","5","10",
"충돌","시도","7월","부상자수[명]","명","145","109","73","78","85",
"충돌","시도","8월","사고건수[건]","건","77","92","68","55","72",
"충돌","시도","8월","사망자수[명]","명","4","8","9","4","11",
"충돌","시도","8월","부상자수[명]","명","118","110","77","63","82",
"충돌","시도","9월","사고건수[건]","건","103","73","49","54","76",
"충돌","시도","9월","사망자수[명]","명","15","10","6","2","11",
"충돌","시도","9월","부상자수[명]","명","123","84","54","77","81",
"충돌","시도","10월","사고건수[건]","건","103","69","70","74","51",
"충돌","시도","10월","사망자수[명]","명","10","11","11","7","10",
"충돌","시도","10월","부상자수[명]","명","140","69","73","83","61",
"충돌","시도","11월","사고건수[건]","건","81","68","55","66","74",
"충돌","시도","11월","사망자수[명]","명","4","12","7","8","5",
"충돌","시도","11월","부상자수[명]","명","126","80","84","68","90",
"충돌","시도","12월","사고건수[건]","건","82","61","59","58","73",
"충돌","시도","12월","사망자수[명]","명","6","3","10","7","5",
"충돌","시도","12월","부상자수[명]","명","89","74","76","57","93",
"충돌","군도","전체","사고건수[건]","건","310","302","275","294","263",
"충돌","군도","전체","사망자수[명]","명","30","25","23","38","43",
"충돌","군도","전체","부상자수[명]","명","392","369","331","341","299",
"충돌","군도","1월","사고건수[건]","건","23","22","20","18","14",
"충돌","군도","1월","사망자수[명]","명","3","3","1","4","1",
"충돌","군도","1월","부상자수[명]","명","30","23","25","18","24",
"충돌","군도","2월","사고건수[건]","건","23","38","19","13","15",
"충돌","군도","2월","사망자수[명]","명","0","1","0","1","7",
"충돌","군도","2월","부상자수[명]","명","36","53","22","25","13",
"충돌","군도","3월","사고건수[건]","건","18","29","24","26","26",
"충돌","군도","3월","사망자수[명]","명","1","2","3","6","4",
"충돌","군도","3월","부상자수[명]","명","28","37","24","22","28",
"충돌","군도","4월","사고건수[건]","건","30","22","18","38","15",
"충돌","군도","4월","사망자수[명]","명","3","4","1","4","2",
"충돌","군도","4월","부상자수[명]","명","29","21","23","38","22",
"충돌","군도","5월","사고건수[건]","건","29","25","17","31","19",
"충돌","군도","5월","사망자수[명]","명","3","1","3","1","0",
"충돌","군도","5월","부상자수[명]","명","39","27","20","44","21",
"충돌","군도","6월","사고건수[건]","건","25","32","31","30","20",
"충돌","군도","6월","사망자수[명]","명","4","4","4","5","5",
"충돌","군도","6월","부상자수[명]","명","30","42","34","27","21",
"충돌","군도","7월","사고건수[건]","건","31","26","25","24","28",
"충돌","군도","7월","사망자수[명]","명","1","2","2","1","4",
"충돌","군도","7월","부상자수[명]","명","36","31","25","41","33",
"충돌","군도","8월","사고건수[건]","건","28","17","33","30","29",
"충돌","군도","8월","사망자수[명]","명","2","1","3","1","8",
"충돌","군도","8월","부상자수[명]","명","36","21","56","40","27",
"충돌","군도","9월","사고건수[건]","건","20","26","26","19","23",
"충돌","군도","9월","사망자수[명]","명","2","5","2","4","3",
"충돌","군도","9월","부상자수[명]","명","28","25","29","23","21",
"충돌","군도","10월","사고건수[건]","건","31","27","16","16","25",
"충돌","군도","10월","사망자수[명]","명","3","1","0","5","6",
"충돌","군도","10월","부상자수[명]","명","33","37","23","14","27",
"충돌","군도","11월","사고건수[건]","건","29","14","17","24","31",
"충돌","군도","11월","사망자수[명]","명","5","0","0","4","1",
"충돌","군도","11월","부상자수[명]","명","34","19","22","22","42",
"충돌","군도","12월","사고건수[건]","건","23","24","29","25","18",
"충돌","군도","12월","사망자수[명]","명","3","1","4","2","2",
"충돌","군도","12월","부상자수[명]","명","33","33","28","27","20",
"충돌","고속국도","전체","사고건수[건]","건","66","61","75","68","68",
"충돌","고속국도","전체","사망자수[명]","명","18","16","23","21","16",
"충돌","고속국도","전체","부상자수[명]","명","121","61","125","128","75",
"충돌","고속국도","1월","사고건수[건]","건","6","4","6","8","3",
"충돌","고속국도","1월","사망자수[명]","명","3","0","0","3","1",
"충돌","고속국도","1월","부상자수[명]","명","5","5","10","6","2",
"충돌","고속국도","2월","사고건수[건]","건","3","8","4","2","4",
"충돌","고속국도","2월","사망자수[명]","명","2","1","2","1","2",
"충돌","고속국도","2월","부상자수[명]","명","3","8","19","1","3",
"충돌","고속국도","3월","사고건수[건]","건","5","2","4","7","4",
"충돌","고속국도","3월","사망자수[명]","명","2","0","0","2","0",
"충돌","고속국도","3월","부상자수[명]","명","3","2","6","10","4",
"충돌","고속국도","4월","사고건수[건]","건","5","1","5","3","6",
"충돌","고속국도","4월","사망자수[명]","명","3","0","1","0","1",
"충돌","고속국도","4월","부상자수[명]","명","3","1","8","6","5",
"충돌","고속국도","5월","사고건수[건]","건","5","9","5","4","8",
"충돌","고속국도","5월","사망자수[명]","명","1","4","2","1","2",
"충돌","고속국도","5월","부상자수[명]","명","6","10","3","4","11",
"충돌","고속국도","6월","사고건수[건]","건","8","5","15","7","10",
"충돌","고속국도","6월","사망자수[명]","명","0","2","2","5","3",
"충돌","고속국도","6월","부상자수[명]","명","17","4","26","12","14",
"충돌","고속국도","7월","사고건수[건]","건","5","9","5","3","8",
"충돌","고속국도","7월","사망자수[명]","명","3","3","0","1","1",
"충돌","고속국도","7월","부상자수[명]","명","2","7","15","5","10",
"충돌","고속국도","8월","사고건수[건]","건","4","7","5","6","10",
"충돌","고속국도","8월","사망자수[명]","명","0","3","1","1","1",
"충돌","고속국도","8월","부상자수[명]","명","4","8","5","12","13",
"충돌","고속국도","9월","사고건수[건]","건","6","8","6","5","6",
"충돌","고속국도","9월","사망자수[명]","명","2","0","3","2","0",
"충돌","고속국도","9월","부상자수[명]","명","42","10","3","6","8",
"충돌","고속국도","10월","사고건수[건]","건","6","2","6","12","3",
"충돌","고속국도","10월","사망자수[명]","명","0","0","5","3","2",
"충돌","고속국도","10월","부상자수[명]","명","12","2","7","51","2",
"충돌","고속국도","11월","사고건수[건]","건","5","1","9","6","4",
"충돌","고속국도","11월","사망자수[명]","명","1","0","5","2","2",
"충돌","고속국도","11월","부상자수[명]","명","17","2","20","6","2",
"충돌","고속국도","12월","사고건수[건]","건","8","5","5","5","2",
"충돌","고속국도","12월","사망자수[명]","명","1","3","2","0","1",
"충돌","고속국도","12월","부상자수[명]","명","7","2","3","9","1",
"충돌","기타/불명","전체","사고건수[건]","건","193","122","142","138","180",
"충돌","기타/불명","전체","사망자수[명]","명","16","14","9","11","14",
"충돌","기타/불명","전체","부상자수[명]","명","248","146","174","164","214",
"충돌","기타/불명","1월","사고건수[건]","건","12","5","5","5","19",
"충돌","기타/불명","1월","사망자수[명]","명","1","0","0","1","2",
"충돌","기타/불명","1월","부상자수[명]","명","16","7","6","5","19",
"충돌","기타/불명","2월","사고건수[건]","건","8","6","10","5","11",
"충돌","기타/불명","2월","사망자수[명]","명","0","2","0","0","0",
"충돌","기타/불명","2월","부상자수[명]","명","12","6","16","6","14",
"충돌","기타/불명","3월","사고건수[건]","건","12","9","13","11","11",
"충돌","기타/불명","3월","사망자수[명]","명","0","0","0","1","0",
"충돌","기타/불명","3월","부상자수[명]","명","14","9","17","11","12",
"충돌","기타/불명","4월","사고건수[건]","건","17","12","11","14","16",
"충돌","기타/불명","4월","사망자수[명]","명","2","4","1","0","0",
"충돌","기타/불명","4월","부상자수[명]","명","19","9","11","16","16",
"충돌","기타/불명","5월","사고건수[건]","건","18","7","16","9","12",
"충돌","기타/불명","5월","사망자수[명]","명","1","0","2","1","1",
"충돌","기타/불명","5월","부상자수[명]","명","31","25","17","11","25",
"충돌","기타/불명","6월","사고건수[건]","건","12","13","12","17","14",
"충돌","기타/불명","6월","사망자수[명]","명","1","0","0","0","0",
"충돌","기타/불명","6월","부상자수[명]","명","14","13","14","18","17",
"충돌","기타/불명","7월","사고건수[건]","건","13","11","16","14","15",
"충돌","기타/불명","7월","사망자수[명]","명","1","0","1","0","4",
"충돌","기타/불명","7월","부상자수[명]","명","15","12","22","20","15",
"충돌","기타/불명","8월","사고건수[건]","건","21","12","16","11","20",
"충돌","기타/불명","8월","사망자수[명]","명","2","1","2","1","1",
"충돌","기타/불명","8월","부상자수[명]","명","22","13","20","13","22",
"충돌","기타/불명","9월","사고건수[건]","건","24","10","8","16","15",
"충돌","기타/불명","9월","사망자수[명]","명","4","1","0","1","1",
"충돌","기타/불명","9월","부상자수[명]","명","40","13","10","18","18",
"충돌","기타/불명","10월","사고건수[건]","건","20","19","11","17","13",
"충돌","기타/불명","10월","사망자수[명]","명","0","4","2","2","1",
"충돌","기타/불명","10월","부상자수[명]","명","26","21","14","22","13",
"충돌","기타/불명","11월","사고건수[건]","건","22","9","10","12","18",
"충돌","기타/불명","11월","사망자수[명]","명","4","0","1","2","4",
"충돌","기타/불명","11월","부상자수[명]","명","19","10","11","13","19",
"충돌","기타/불명","12월","사고건수[건]","건","14","9","14","7","16",
"충돌","기타/불명","12월","사망자수[명]","명","0","2","0","2","0",
"충돌","기타/불명","12월","부상자수[명]","명","20","8","16","11","24",
"길가장자리구역통행중","일반국도","전체","사고건수[건]","건","93","67","82","81","73",
"길가장자리구역통행중","일반국도","전체","사망자수[명]","명","7","6","6","6","5",
"길가장자리구역통행중","일반국도","전체","부상자수[명]","명","92","64","77","78","73",
"길가장자리구역통행중","일반국도","1월","사고건수[건]","건","6","7","5","9","1",
"길가장자리구역통행중","일반국도","1월","사망자수[명]","명","0","1","1","1","0",
"길가장자리구역통행중","일반국도","1월","부상자수[명]","명","6","7","4","8","1",
"길가장자리구역통행중","일반국도","2월","사고건수[건]","건","5","9","4","1","6",
"길가장자리구역통행중","일반국도","2월","사망자수[명]","명","2","2","0","0","1",
"길가장자리구역통행중","일반국도","2월","부상자수[명]","명","3","9","4","1","5",
"길가장자리구역통행중","일반국도","3월","사고건수[건]","건","7","7","9","5","6",
"길가장자리구역통행중","일반국도","3월","사망자수[명]","명","1","1","0","0","1",
"길가장자리구역통행중","일반국도","3월","부상자수[명]","명","6","6","9","5","5",
"길가장자리구역통행중","일반국도","4월","사고건수[건]","건","9","2","13","9","6",
"길가장자리구역통행중","일반국도","4월","사망자수[명]","명","0","0","2","3","0",
"길가장자리구역통행중","일반국도","4월","부상자수[명]","명","9","2","12","7","6",
"길가장자리구역통행중","일반국도","5월","사고건수[건]","건","10","6","4","6","4",
"길가장자리구역통행중","일반국도","5월","사망자수[명]","명","0","0","0","0","1",
"길가장자리구역통행중","일반국도","5월","부상자수[명]","명","10","6","4","6","3",
"길가장자리구역통행중","일반국도","6월","사고건수[건]","건","7","4","8","8","6",
"길가장자리구역통행중","일반국도","6월","사망자수[명]","명","1","0","0","0","0",
"길가장자리구역통행중","일반국도","6월","부상자수[명]","명","6","4","8","8","6",
"길가장자리구역통행중","일반국도","7월","사고건수[건]","건","3","4","3","8","3",
"길가장자리구역통행중","일반국도","7월","사망자수[명]","명","0","0","0","0","0",
"길가장자리구역통행중","일반국도","7월","부상자수[명]","명","3","4","3","8","3",
"길가장자리구역통행중","일반국도","8월","사고건수[건]","건","4","2","6","1","8",
"길가장자리구역통행중","일반국도","8월","사망자수[명]","명","0","0","0","1","1",
"길가장자리구역통행중","일반국도","8월","부상자수[명]","명","4","2","6","0","8",
"길가장자리구역통행중","일반국도","9월","사고건수[건]","건","15","4","7","11","9",
"길가장자리구역통행중","일반국도","9월","사망자수[명]","명","2","0","0","0","0",
"길가장자리구역통행중","일반국도","9월","부상자수[명]","명","14","4","7","12","9",
"길가장자리구역통행중","일반국도","10월","사고건수[건]","건","12","8","5","11","6",
"길가장자리구역통행중","일반국도","10월","사망자수[명]","명","0","1","2","1","0",
"길가장자리구역통행중","일반국도","10월","부상자수[명]","명","16","7","3","10","7",
"길가장자리구역통행중","일반국도","11월","사고건수[건]","건","10","8","11","7","6",
"길가장자리구역통행중","일반국도","11월","사망자수[명]","명","0","1","1","0","1",
"길가장자리구역통행중","일반국도","11월","부상자수[명]","명","11","7","10","8","7",
"길가장자리구역통행중","일반국도","12월","사고건수[건]","건","5","6","7","5","12",
"길가장자리구역통행중","일반국도","12월","사망자수[명]","명","1","0","0","0","0",
"길가장자리구역통행중","일반국도","12월","부상자수[명]","명","4","6","7","5","13",
"길가장자리구역통행중","지방도","전체","사고건수[건]","건","137","112","120","88","86",
"길가장자리구역통행중","지방도","전체","사망자수[명]","명","13","13","5","7","5",
"길가장자리구역통행중","지방도","전체","부상자수[명]","명","131","109","118","90","86",
"길가장자리구역통행중","지방도","1월","사고건수[건]","건","10","10","14","7","5",
"길가장자리구역통행중","지방도","1월","사망자수[명]","명","4","2","1","1","0",
"길가장자리구역통행중","지방도","1월","부상자수[명]","명","7","8","13","8","8",
"길가장자리구역통행중","지방도","2월","사고건수[건]","건","13","10","9","4","5",
"길가장자리구역통행중","지방도","2월","사망자수[명]","명","0","1","0","1","2",
"길가장자리구역통행중","지방도","2월","부상자수[명]","명","14","9","9","4","3",
"길가장자리구역통행중","지방도","3월","사고건수[건]","건","19","8","8","6","7",
"길가장자리구역통행중","지방도","3월","사망자수[명]","명","0","2","1","0","0",
"길가장자리구역통행중","지방도","3월","부상자수[명]","명","20","6","7","6","7",
"길가장자리구역통행중","지방도","4월","사고건수[건]","건","11","7","12","3","5",
"길가장자리구역통행중","지방도","4월","사망자수[명]","명","1","0","1","0","0",
"길가장자리구역통행중","지방도","4월","부상자수[명]","명","10","8","11","3","5",
"길가장자리구역통행중","지방도","5월","사고건수[건]","건","9","8","9","10","11",
"길가장자리구역통행중","지방도","5월","사망자수[명]","명","1","1","0","2","1",
"길가장자리구역통행중","지방도","5월","부상자수[명]","명","8","8","9","8","11",
"길가장자리구역통행중","지방도","6월","사고건수[건]","건","8","16","9","9","9",
"길가장자리구역통행중","지방도","6월","사망자수[명]","명","0","0","1","0","0",
"길가장자리구역통행중","지방도","6월","부상자수[명]","명","8","16","8","11","9",
"길가장자리구역통행중","지방도","7월","사고건수[건]","건","7","8","10","8","7",
"길가장자리구역통행중","지방도","7월","사망자수[명]","명","0","2","0","2","0",
"길가장자리구역통행중","지방도","7월","부상자수[명]","명","7","6","10","6","7",
"길가장자리구역통행중","지방도","8월","사고건수[건]","건","9","8","8","7","9",
"길가장자리구역통행중","지방도","8월","사망자수[명]","명","1","0","0","0","0",
"길가장자리구역통행중","지방도","8월","부상자수[명]","명","9","9","9","9","9",
"길가장자리구역통행중","지방도","9월","사고건수[건]","건","11","7","7","5","4",
"길가장자리구역통행중","지방도","9월","사망자수[명]","명","2","1","0","1","0",
"길가장자리구역통행중","지방도","9월","부상자수[명]","명","10","8","7","5","4",
"길가장자리구역통행중","지방도","10월","사고건수[건]","건","11","11","13","11","8",
"길가장자리구역통행중","지방도","10월","사망자수[명]","명","2","3","1","0","1",
"길가장자리구역통행중","지방도","10월","부상자수[명]","명","10","10","14","12","7",
"길가장자리구역통행중","지방도","11월","사고건수[건]","건","12","8","9","9","6",
"길가장자리구역통행중","지방도","11월","사망자수[명]","명","1","0","0","0","0",
"길가장자리구역통행중","지방도","11월","부상자수[명]","명","11","10","9","9","6",
"길가장자리구역통행중","지방도","12월","사고건수[건]","건","17","11","12","9","10",
"길가장자리구역통행중","지방도","12월","사망자수[명]","명","1","1","0","0","1",
"길가장자리구역통행중","지방도","12월","부상자수[명]","명","17","11","12","9","10",
"길가장자리구역통행중","특별광역시도","전체","사고건수[건]","건","1324","1045","947","1018","991",
"길가장자리구역통행중","특별광역시도","전체","사망자수[명]","명","2","6","9","9","2",
"길가장자리구역통행중","특별광역시도","전체","부상자수[명]","명","1379","1075","964","1035","1019",
"길가장자리구역통행중","특별광역시도","1월","사고건수[건]","건","102","123","78","83","89",
"길가장자리구역통행중","특별광역시도","1월","사망자수[명]","명","0","0","0","1","0",
"길가장자리구역통행중","특별광역시도","1월","부상자수[명]","명","131","130","80","85","93",
"길가장자리구역통행중","특별광역시도","2월","사고건수[건]","건","102","96","73","70","91",
"길가장자리구역통행중","특별광역시도","2월","사망자수[명]","명","0","1","0","1","0",
"길가장자리구역통행중","특별광역시도","2월","부상자수[명]","명","105","96","73","70","93",
"길가장자리구역통행중","특별광역시도","3월","사고건수[건]","건","135","85","83","95","113",
"길가장자리구역통행중","특별광역시도","3월","사망자수[명]","명","0","0","0","1","0",
"길가장자리구역통행중","특별광역시도","3월","부상자수[명]","명","137","88","85","95","116",
"길가장자리구역통행중","특별광역시도","4월","사고건수[건]","건","127","70","85","86","84",
"길가장자리구역통행중","특별광역시도","4월","사망자수[명]","명","0","0","0","1","0",
"길가장자리구역통행중","특별광역시도","4월","부상자수[명]","명","131","74","87","86","87",
"길가장자리구역통행중","특별광역시도","5월","사고건수[건]","건","113","95","79","77","86",
"길가장자리구역통행중","특별광역시도","5월","사망자수[명]","명","0","1","1","1","1",
"길가장자리구역통행중","특별광역시도","5월","부상자수[명]","명","120","98","81","80","88",
"길가장자리구역통행중","특별광역시도","6월","사고건수[건]","건","90","77","89","74","77",
"길가장자리구역통행중","특별광역시도","6월","사망자수[명]","명","0","0","3","1","0",
"길가장자리구역통행중","특별광역시도","6월","부상자수[명]","명","91","78","89","73","80",
"길가장자리구역통행중","특별광역시도","7월","사고건수[건]","건","98","89","87","90","78",
"길가장자리구역통행중","특별광역시도","7월","사망자수[명]","명","0","0","2","2","0",
"길가장자리구역통행중","특별광역시도","7월","부상자수[명]","명","101","90","88","93","80",
"길가장자리구역통행중","특별광역시도","8월","사고건수[건]","건","115","81","64","88","75",
"길가장자리구역통행중","특별광역시도","8월","사망자수[명]","명","0","1","1","1","1",
"길가장자리구역통행중","특별광역시도","8월","부상자수[명]","명","116","82","66","90","76",
"길가장자리구역통행중","특별광역시도","9월","사고건수[건]","건","109","73","59","89","70",
"길가장자리구역통행중","특별광역시도","9월","사망자수[명]","명","1","1","0","0","0",
"길가장자리구역통행중","특별광역시도","9월","부상자수[명]","명","110","74","62","92","71",
"길가장자리구역통행중","특별광역시도","10월","사고건수[건]","건","120","83","76","85","78",
"길가장자리구역통행중","특별광역시도","10월","사망자수[명]","명","1","2","1","0","0",
"길가장자리구역통행중","특별광역시도","10월","부상자수[명]","명","120","85","77","86","81",
"길가장자리구역통행중","특별광역시도","11월","사고건수[건]","건","111","99","100","77","67",
"길가장자리구역통행중","특별광역시도","11월","사망자수[명]","명","0","0","1","0","0",
"길가장자리구역통행중","특별광역시도","11월","부상자수[명]","명","114","102","102","79","70",
"길가장자리구역통행중","특별광역시도","12월","사고건수[건]","건","102","74","74","104","83",
"길가장자리구역통행중","특별광역시도","12월","사망자수[명]","명","0","0","0","0","0",
"길가장자리구역통행중","특별광역시도","12월","부상자수[명]","명","103","78","74","106","84",
"길가장자리구역통행중","시도","전체","사고건수[건]","건","775","630","551","630","573",
"길가장자리구역통행중","시도","전체","사망자수[명]","명","8","9","6","11","12",
"길가장자리구역통행중","시도","전체","부상자수[명]","명","796","643","568","641","576",
"길가장자리구역통행중","시도","1월","사고건수[건]","건","62","62","51","61","53",
"길가장자리구역통행중","시도","1월","사망자수[명]","명","1","2","0","0","3",
"길가장자리구역통행중","시도","1월","부상자수[명]","명","62","60","54","62","51",
"길가장자리구역통행중","시도","2월","사고건수[건]","건","62","45","46","52","51",
"길가장자리구역통행중","시도","2월","사망자수[명]","명","1","0","0","0","1",
"길가장자리구역통행중","시도","2월","부상자수[명]","명","61","45","49","57","53",
"길가장자리구역통행중","시도","3월","사고건수[건]","건","96","45","48","58","45",
"길가장자리구역통행중","시도","3월","사망자수[명]","명","0","0","0","1","1",
"길가장자리구역통행중","시도","3월","부상자수[명]","명","102","46","51","59","45",
"길가장자리구역통행중","시도","4월","사고건수[건]","건","64","54","52","61","53",
"길가장자리구역통행중","시도","4월","사망자수[명]","명","1","0","0","1","1",
"길가장자리구역통행중","시도","4월","부상자수[명]","명","63","55","52","63","52",
"길가장자리구역통행중","시도","5월","사고건수[건]","건","55","59","44","47","46",
"길가장자리구역통행중","시도","5월","사망자수[명]","명","0","1","1","0","0",
"길가장자리구역통행중","시도","5월","부상자수[명]","명","57","58","47","49","48",
"길가장자리구역통행중","시도","6월","사고건수[건]","건","49","61","42","50","54",
"길가장자리구역통행중","시도","6월","사망자수[명]","명","1","1","0","1","0",
"길가장자리구역통행중","시도","6월","부상자수[명]","명","49","62","43","50","54",
"길가장자리구역통행중","시도","7월","사고건수[건]","건","53","50","47","44","36",
"길가장자리구역통행중","시도","7월","사망자수[명]","명","0","0","2","1","0",
"길가장자리구역통행중","시도","7월","부상자수[명]","명","55","50","48","44","36",
"길가장자리구역통행중","시도","8월","사고건수[건]","건","60","38","37","52","46",
"길가장자리구역통행중","시도","8월","사망자수[명]","명","0","1","0","2","1",
"길가장자리구역통행중","시도","8월","부상자수[명]","명","62","44","38","51","47",
"길가장자리구역통행중","시도","9월","사고건수[건]","건","61","53","45","45","59",
"길가장자리구역통행중","시도","9월","사망자수[명]","명","1","0","0","0","1",
"길가장자리구역통행중","시도","9월","부상자수[명]","명","63","56","47","46","61",
"길가장자리구역통행중","시도","10월","사고건수[건]","건","70","62","53","61","44",
"길가장자리구역통행중","시도","10월","사망자수[명]","명","2","3","1","1","2",
"길가장자리구역통행중","시도","10월","부상자수[명]","명","71","62","54","63","43",
"길가장자리구역통행중","시도","11월","사고건수[건]","건","81","57","45","58","43",
"길가장자리구역통행중","시도","11월","사망자수[명]","명","0","1","1","1","0",
"길가장자리구역통행중","시도","11월","부상자수[명]","명","84","60","45","59","45",
"길가장자리구역통행중","시도","12월","사고건수[건]","건","62","44","41","41","43",
"길가장자리구역통행중","시도","12월","사망자수[명]","명","1","0","1","3","2",
"길가장자리구역통행중","시도","12월","부상자수[명]","명","67","45","40","38","41",
"길가장자리구역통행중","군도","전체","사고건수[건]","건","142","104","110","149","147",
"길가장자리구역통행중","군도","전체","사망자수[명]","명","8","3","7","8","3",
"길가장자리구역통행중","군도","전체","부상자수[명]","명","139","111","114","153","152",
"길가장자리구역통행중","군도","1월","사고건수[건]","건","8","16","11","17","5",
"길가장자리구역통행중","군도","1월","사망자수[명]","명","0","1","3","1","0",
"길가장자리구역통행중","군도","1월","부상자수[명]","명","8","16","9","18","6",
"길가장자리구역통행중","군도","2월","사고건수[건]","건","16","5","6","4","6",
"길가장자리구역통행중","군도","2월","사망자수[명]","명","2","0","0","0","0",
"길가장자리구역통행중","군도","2월","부상자수[명]","명","15","5","6","4","6",
"길가장자리구역통행중","군도","3월","사고건수[건]","건","11","7","10","9","14",
"길가장자리구역통행중","군도","3월","사망자수[명]","명","2","0","0","1","1",
"길가장자리구역통행중","군도","3월","부상자수[명]","명","9","7","10","10","13",
"길가장자리구역통행중","군도","4월","사고건수[건]","건","14","10","6","12","12",
"길가장자리구역통행중","군도","4월","사망자수[명]","명","0","1","0","1","0",
"길가장자리구역통행중","군도","4월","부상자수[명]","명","15","10","6","13","13",
"길가장자리구역통행중","군도","5월","사고건수[건]","건","13","9","8","5","17",
"길가장자리구역통행중","군도","5월","사망자수[명]","명","0","0","2","0","1",
"길가장자리구역통행중","군도","5월","부상자수[명]","명","14","10","9","5","17",
"길가장자리구역통행중","군도","6월","사고건수[건]","건","12","4","8","10","15",
"길가장자리구역통행중","군도","6월","사망자수[명]","명","0","0","0","0","0",
"길가장자리구역통행중","군도","6월","부상자수[명]","명","12","4","9","10","16",
"길가장자리구역통행중","군도","7월","사고건수[건]","건","7","8","16","15","15",
"길가장자리구역통행중","군도","7월","사망자수[명]","명","0","0","0","0","0",
"길가장자리구역통행중","군도","7월","부상자수[명]","명","7","8","19","16","16",
"길가장자리구역통행중","군도","8월","사고건수[건]","건","10","6","3","11","10",
"길가장자리구역통행중","군도","8월","사망자수[명]","명","1","1","0","1","0",
"길가장자리구역통행중","군도","8월","부상자수[명]","명","9","6","3","11","10",
"길가장자리구역통행중","군도","9월","사고건수[건]","건","16","6","10","13","13",
"길가장자리구역통행중","군도","9월","사망자수[명]","명","0","0","0","1","1",
"길가장자리구역통행중","군도","9월","부상자수[명]","명","17","6","11","14","14",
"길가장자리구역통행중","군도","10월","사고건수[건]","건","11","13","12","16","14",
"길가장자리구역통행중","군도","10월","사망자수[명]","명","0","0","0","1","0",
"길가장자리구역통행중","군도","10월","부상자수[명]","명","11","17","13","17","15",
"길가장자리구역통행중","군도","11월","사고건수[건]","건","12","12","10","25","14",
"길가장자리구역통행중","군도","11월","사망자수[명]","명","1","0","1","1","0",
"길가장자리구역통행중","군도","11월","부상자수[명]","명","11","13","9","24","14",
"길가장자리구역통행중","군도","12월","사고건수[건]","건","12","8","10","12","12",
"길가장자리구역통행중","군도","12월","사망자수[명]","명","2","0","1","1","0",
"길가장자리구역통행중","군도","12월","부상자수[명]","명","11","9","10","11","12",
"길가장자리구역통행중","고속국도","전체","사고건수[건]","건","2","","","","",
"길가장자리구역통행중","고속국도","전체","사망자수[명]","명","0","","","","",
"길가장자리구역통행중","고속국도","전체","부상자수[명]","명","2","","","","",
"길가장자리구역통행중","고속국도","7월","사고건수[건]","건","1","","","","",
"길가장자리구역통행중","고속국도","7월","사망자수[명]","명","0","","","","",
"길가장자리구역통행중","고속국도","7월","부상자수[명]","명","1","","","","",
"길가장자리구역통행중","고속국도","11월","사고건수[건]","건","1","","","","",
"길가장자리구역통행중","고속국도","11월","사망자수[명]","명","0","","","","",
"길가장자리구역통행중","고속국도","11월","부상자수[명]","명","1","","","","",
"길가장자리구역통행중","기타/불명","전체","사고건수[건]","건","232","121","163","134","115",
"길가장자리구역통행중","기타/불명","전체","사망자수[명]","명","3","3","0","0","1",
"길가장자리구역통행중","기타/불명","전체","부상자수[명]","명","237","120","173","138","131",
"길가장자리구역통행중","기타/불명","1월","사고건수[건]","건","22","9","12","17","5",
"길가장자리구역통행중","기타/불명","1월","사망자수[명]","명","0","0","0","0","0",
"길가장자리구역통행중","기타/불명","1월","부상자수[명]","명","23","9","12","17","5",
"길가장자리구역통행중","기타/불명","2월","사고건수[건]","건","9","6","11","6","7",
"길가장자리구역통행중","기타/불명","2월","사망자수[명]","명","0","1","0","0","0",
"길가장자리구역통행중","기타/불명","2월","부상자수[명]","명","9","5","12","6","17",
"길가장자리구역통행중","기타/불명","3월","사고건수[건]","건","15","7","18","5","10",
